date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:31:36	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a9792e-2bd8%22	https://auralighting.vn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://auralighting.vn/)
13:31:36	15055/15055	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d21564-3acf%22	https://auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.6.7	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minf4e1.js	(from https://auralighting.vn/)
13:31:37	249461/249461	---MCZ	200	added ('OK')	application/json	date:Sat,%2028%20Dec%202024%2006:31:38%20GMT	https://auralighting.vn/wp-json/	C:/My%20Web%20Sites/test/auralighting.vn/wp-json/index.html	(from https://auralighting.vn/)
13:31:37	64416/64416	---MCZ	200	added ('OK')	application/json	date:Sat,%2028%20Dec%202024%2006:31:38%20GMT	https://auralighting.vn/wp-json/wp/v2/pages/153	C:/My%20Web%20Sites/test/auralighting.vn/wp-json/wp/v2/pages/153.json	(from https://auralighting.vn/)
13:31:37	146/146	---M--	403	error ('Forbidden')	text/html	date:Sat,%2028%20Dec%202024%2006:31:38%20GMT	https://auralighting.vn/xmlrpc.php?rsd	C:/My%20Web%20Sites/test/auralighting.vn/xmlrpc0db0.php	(from https://auralighting.vn/)
13:31:37	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a7fcd6-415%22	https://auralighting.vn/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/test/auralighting.vn/wp-includes/wlwmanifest.xml	(from https://auralighting.vn/)
13:31:38	2432/2432	---MCZ	200	added ('OK')	application/json	date:Sat,%2028%20Dec%202024%2006:31:39%20GMT	https://auralighting.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fauralighting.vn%2F	C:/My%20Web%20Sites/test/auralighting.vn/wp-json/oembed/1.0/embedae4b.json	(from https://auralighting.vn/)
13:31:38	2509/2509	---MCZ	200	added ('OK')	text/xml	date:Sat,%2028%20Dec%202024%2006:31:39%20GMT	https://auralighting.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fauralighting.vn%2F&format=xml	C:/My%20Web%20Sites/test/auralighting.vn/wp-json/oembed/1.0/embed13c9	(from https://auralighting.vn/)
13:31:38	2210/2210	---M--	200	added ('OK')	image/png	etag:%2261a97d36-8a2%22	https://auralighting.vn/wp-content/uploads/2021/12/cropped-Aura-icon-web-32x32.png	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2021/12/cropped-Aura-icon-web-32x32.png	(from https://auralighting.vn/)
13:31:38	22567/22567	---M--	200	added ('OK')	image/png	etag:%2261a97d36-5827%22	https://auralighting.vn/wp-content/uploads/2021/12/cropped-Aura-icon-web-192x192.png	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2021/12/cropped-Aura-icon-web-192x192.png	(from https://auralighting.vn/)
13:31:38	20717/20717	---M--	200	added ('OK')	image/png	etag:%2261a97d36-50ed%22	https://auralighting.vn/wp-content/uploads/2021/12/cropped-Aura-icon-web-180x180.png	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2021/12/cropped-Aura-icon-web-180x180.png	(from https://auralighting.vn/)
13:31:39	38230/38230	---M--	200	added ('OK')	image/png	etag:%226232e015-9556%22	https://auralighting.vn/wp-content/uploads/2021/12/AURAlogoWebdenSL-1024x512.png	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2021/12/AURAlogoWebdenSL-1024x512.png	(from https://auralighting.vn/)
13:31:39	108608/108608	---M--	200	added ('OK')	image/png	etag:%226232e00a-1a840%22	https://auralighting.vn/wp-content/uploads/2021/12/AURAlogoWebtrangsl.png	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2021/12/AURAlogoWebtrangsl.png	(from https://auralighting.vn/)
13:31:39	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/test/code.jquery.com/jquery-3.6.0.min.js	(from https://auralighting.vn/)
13:31:40	487061/487061	---M--	200	added ('OK')	image/png	etag:%226232e1bc-76e95%22	https://auralighting.vn/wp-content/uploads/2021/12/AURA-LOGO.png	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2021/12/AURA-LOGO.png	(from https://auralighting.vn/)
13:31:40	854604/854604	---M--	200	added ('OK')	image/jpeg	etag:%2262cf7585-d0a4c%22	https://auralighting.vn/wp-content/uploads/2022/07/2022_collection-Aura.jpg	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2022/07/2022_collection-Aura.jpg	(from https://auralighting.vn/)
13:31:40	925642/925642	---M--	200	added ('OK')	image/jpeg	etag:%2262cf8089-e1fca%22	https://auralighting.vn/wp-content/uploads/2022/07/2022_collection-aurat-responsve.jpg	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2022/07/2022_collection-aurat-responsve.jpg	(from https://auralighting.vn/)
13:31:40	51008/51008	---M--	200	added ('OK')	image/jpeg	etag:%2262cf8486-c740%22	https://auralighting.vn/wp-content/uploads/2022/07/2203-lamps-arkoslight-scaled.jpg	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2022/07/2203-lamps-arkoslight-scaled.jpg	(from https://auralighting.vn/)
13:31:41	358989/358989	---M--	200	added ('OK')	image/jpeg	etag:%2262cf8489-57a4d%22	https://auralighting.vn/wp-content/uploads/2022/07/2203-tracklights-arkoslight.jpg	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2022/07/2203-tracklights-arkoslight.jpg	(from https://auralighting.vn/)
13:31:41	645215/645215	---M--	200	added ('OK')	image/jpeg	etag:%22625e71e6-9d85f%22	https://auralighting.vn/wp-content/uploads/2022/04/post_gal_0029_r1.jpg	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2022/04/post_gal_0029_r1.jpg	(from https://auralighting.vn/)
13:31:41	87928/87928	---M--	200	added ('OK')	image/jpeg	etag:%2262d51547-15778%22	https://auralighting.vn/wp-content/uploads/2022/07/habitat_home.jpg	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2022/07/habitat_home.jpg	(from https://auralighting.vn/)
13:31:41	121763/121763	---M--	200	added ('OK')	image/jpeg	etag:%2262d523c6-1dba3%22	https://auralighting.vn/wp-content/uploads/2022/07/contract_oficinas_arkoslight-899x1024-1.jpg	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2022/07/contract_oficinas_arkoslight-899x1024-1.jpg	(from https://auralighting.vn/)
13:31:42	109292/109292	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2006:31:43%20GMT	https://auralighting.vn/tin-tuc-2/	C:/My%20Web%20Sites/test/auralighting.vn/tin-tuc-2/index.html	(from https://auralighting.vn/)
13:31:42	141376/141376	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2006:31:43%20GMT	https://auralighting.vn/projects/	C:/My%20Web%20Sites/test/auralighting.vn/projects/index.html	(from https://auralighting.vn/)
13:31:42	117192/117192	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2006:31:43%20GMT	https://auralighting.vn/products/	C:/My%20Web%20Sites/test/auralighting.vn/products/index.html	(from https://auralighting.vn/)
13:31:42	81743/81743	---M--	200	added ('OK')	image/jpeg	etag:%2262d51bf6-13f4f%22	https://auralighting.vn/wp-content/uploads/elementor/thumbs/2f4e33132815651.61b09f5f09ecb-ppf8srk0353cspqcrrdji9xnzwever04ldoj5kme68.jpg	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/elementor/thumbs/2f4e33132815651.61b09f5f09ecb-ppf8srk0353cspqcrrdji9xnzwever04ldoj5kme68.jpg	(from https://auralighting.vn/)
13:31:42	38699/38699	---M--	200	added ('OK')	image/png	etag:%226232e00b-972b%22	https://auralighting.vn/wp-content/uploads/2021/12/AURAlogoWebtrangsl-1024x512.png	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/2021/12/AURAlogoWebtrangsl-1024x512.png	(from https://auralighting.vn/)
13:31:43	119248/119248	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2006:31:44%20GMT	https://auralighting.vn/contact/	C:/My%20Web%20Sites/test/auralighting.vn/contact/index.html	(from https://auralighting.vn/)
13:31:43	5347/5347	---MCZ	200	added ('OK')	text/css	etag:W/%2262d56ee5-14e3%22	https://auralighting.vn/wp-content/uploads/elementor/css/post-2911.css?ver=1658154725	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/elementor/css/post-2911397b.css	(from https://auralighting.vn/)
13:31:43	141236/141236	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2006:31:44%20GMT	https://auralighting.vn/indoor/	C:/My%20Web%20Sites/test/auralighting.vn/indoor/index.html	(from https://auralighting.vn/)
13:31:43	5344/5344	---MCZ	200	added ('OK')	text/css	etag:W/%2262d56dd7-14e0%22	https://auralighting.vn/wp-content/uploads/elementor/css/post-2898.css?ver=1658154455	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/elementor/css/post-2898f969.css	(from https://auralighting.vn/)
13:31:43	110198/110198	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2006:31:44%20GMT	https://auralighting.vn/track-systems/	C:/My%20Web%20Sites/test/auralighting.vn/track-systems/index.html	(from https://auralighting.vn/)
13:31:43	5372/5372	---MCZ	200	added ('OK')	text/css	etag:W/%2262d56ddc-14fc%22	https://auralighting.vn/wp-content/uploads/elementor/css/post-2895.css?ver=1658154460	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/elementor/css/post-2895b023.css	(from https://auralighting.vn/)
13:31:44	117841/117841	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2006:31:45%20GMT	https://auralighting.vn/outdoor/	C:/My%20Web%20Sites/test/auralighting.vn/outdoor/index.html	(from https://auralighting.vn/)
13:31:44	3224/3224	---MCZ	200	added ('OK')	text/css	etag:W/%2262d17f9c-c98%22	https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/css/owl.carousel.min.css?ver=3.4.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/css/owl.carousel.minccfb.css	(from https://auralighting.vn/)
13:31:44	14506/14506	---MCZ	200	added ('OK')	text/css	etag:W/%2262d17f9c-38aa%22	https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/css/animate-merge.min.css?ver=3.4.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/css/animate-merge.minccfb.css	(from https://auralighting.vn/)
13:31:44	22756/22756	---MCZ	200	added ('OK')	text/css	etag:W/%2262d17f9c-58e4%22	https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/css/sina-widgets.min.css?ver=3.4.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/css/sina-widgets.minccfb.css	(from https://auralighting.vn/)
13:31:44	3716/3716	---MCZ	200	added ('OK')	text/css	etag:W/%2262d52424-e84%22	https://auralighting.vn/wp-content/uploads/elementor/css/post-2817.css?ver=1658135588	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/elementor/css/post-281796b7.css	(from https://auralighting.vn/)
13:31:45	3708/3708	---MCZ	200	added ('OK')	text/css	etag:W/%2262d52420-e7c%22	https://auralighting.vn/wp-content/uploads/elementor/css/post-2821.css?ver=1658135584	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/uploads/elementor/css/post-282172f7.css	(from https://auralighting.vn/)
13:31:45	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%2262d21564-4824%22	https://auralighting.vn/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.6.7	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/lib/animations/animations.minf4e1.css	(from https://auralighting.vn/)
13:31:45	15974/15974	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a97976-3e66%22	https://auralighting.vn/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.7.5	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/themes/astra/assets/js/minified/frontend.min3430.js	(from https://auralighting.vn/)
13:31:45	40/40	---M--	200	added ('OK')	application/javascript	etag:%2262d2165d-28%22	https://auralighting.vn/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.6.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script61da.js	(from https://auralighting.vn/)
13:31:45	146524/146524	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d2165d-23c5c%22	https://auralighting.vn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.6.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts61da.js	(from https://auralighting.vn/)
13:31:46	44348/44348	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d17f9c-ad3c%22	https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/js/owl.carousel.min.js?ver=3.4.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/js/owl.carousel.minccfb.js	(from https://auralighting.vn/)
13:31:46	16461/16461	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d17f9c-404d%22	https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/js/sina-widgets.min.js?ver=3.4.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/sina-extension-for-elementor/assets/js/sina-widgets.minccfb.js	(from https://auralighting.vn/)
13:31:46	4957/4957	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d21564-135d%22	https://auralighting.vn/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.7	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/js/webpack.runtime.minf4e1.js	(from https://auralighting.vn/)
13:31:46	14487/14487	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d21564-3897%22	https://auralighting.vn/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.7	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/js/frontend-modules.minf4e1.js	(from https://auralighting.vn/)
13:31:47	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d21564-2fa6%22	https://auralighting.vn/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://auralighting.vn/)
13:31:47	20715/20715	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d174aa-50eb%22	https://auralighting.vn/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/test/auralighting.vn/wp-includes/js/jquery/ui/core.min0028.js	(from https://auralighting.vn/)
13:31:47	37959/37959	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d21564-9447%22	https://auralighting.vn/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.7	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/js/frontend.minf4e1.js	(from https://auralighting.vn/)
13:31:47	810/810	---M--	200	added ('OK')	application/javascript	etag:%2262d2165d-32a%22	https://auralighting.vn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.6.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle61da.js	(from https://auralighting.vn/)
13:31:47	17065/17065	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d2165d-42a9%22	https://auralighting.vn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.6.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor61da.js	(from https://auralighting.vn/)
13:31:48	139153/139153	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d21564-21f91%22	https://auralighting.vn/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=2.6.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/lib/swiper/swiper.min61da.js	(from https://auralighting.vn/)
13:31:48	18911/18911	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d174aa-49df%22	https://auralighting.vn/wp-includes/js/underscore.min.js?ver=1.13.3	C:/My%20Web%20Sites/test/auralighting.vn/wp-includes/js/underscore.minb37e.js	(from https://auralighting.vn/)
13:31:48	1340/1340	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a9792e-53c%22	https://auralighting.vn/wp-includes/js/wp-util.min.js?ver=6.0.9	C:/My%20Web%20Sites/test/auralighting.vn/wp-includes/js/wp-util.minbfbf.js	(from https://auralighting.vn/)
13:31:48	754/754	---M--	200	added ('OK')	application/javascript	etag:%2261a97c04-2f2%22	https://auralighting.vn/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.1.2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min2739.js	(from https://auralighting.vn/)
13:31:49	537868/537868	---M--	200	added ('OK')	font/woff2	etag:%2262d17f9c-8350c%22	https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/admin/assets/css/fonts/icofont.woff2	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/sina-extension-for-elementor/admin/assets/css/fonts/icofont.woff2	(from https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/admin/assets/css/icofont.min.css?ver=3.4.2)
13:31:49	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262d21564-2876e%22	https://auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
13:31:49	645604/645604	---M--	200	added ('OK')	font/woff	etag:%2262d17f9c-9d9e4%22	https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/admin/assets/css/fonts/icofont.woff	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/sina-extension-for-elementor/admin/assets/css/fonts/icofont.woff	(from https://auralighting.vn/wp-content/plugins/sina-extension-for-elementor/admin/assets/css/icofont.min.css?ver=3.4.2)
13:31:50	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2262d21564-12d68%22	https://auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
13:31:50	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2262d21564-17ee8%22	https://auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/test/auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://auralighting.vn/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
